SchoolId,SportId,PopularName,ProperName,NickName,Colors,LeaugeName,LeaugeId,HeadCoach,PrimaryColorCode,ImagePath,Classification,Record,Enrollment,City,State,Address1,Address2,Zip,Phone,Fax,VanityUrl,MapURL,WebSite,IsMiddleSchool,ClassificationCalculationSteps,ClassificationCalculationStepsHtml,SportSeasonId,EnrollmentData,TicketUrl,OldSchoolId,SchoolNameWithId,Lat,Lng,Closest_Field_1,Closest_Field_2,Closest_Field_3,Distance_1,Distance_2,Distance_3,Enrollment_Class,Enrollment_Class_Calculated
3915,0,Centreville,Centreville HS,Bulldogs,Blue & Gold,Southwest 10 Conference,9489,,#003366,1676.JPG,C,,265,Centreville,MI,190 Hogan,PO Box 158,49032,(269) 467-5235,(269) 467-5214,centreville,"https://maps.google.com/maps?q=Centreville+190 Hogan+PO Box 158+Centreville, MI, 49032",http://www.cpschools.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 265.</td></tr><tr><td>9</td><td>36</td><td>30</td><td>66</td></tr><tr><td>10</td><td>40</td><td>34</td><td>74</td></tr><tr><td>11</td><td>39</td><td>22</td><td>61</td></tr><tr><td>12</td><td>41</td><td>23</td><td>64</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 36, 'GirlsCount': 30, 'CombinedCount': 66}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 40, 'GirlsCount': 34, 'CombinedCount': 74}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 39, 'GirlsCount': 22, 'CombinedCount': 61}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 41, 'GirlsCount': 23, 'CombinedCount': 64}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10197,1676.0,Centreville (1676),41.9233827,-85.5283225,Centreville High School,Three Rivers HS - high school,Mendon High School,0.640245174597521,5.000485554018355,7.435361342695977,Div_3,B
3916,0,Dearborn Heights Robichaud,Robichaud HS,Bulldogs,Red/Black/White,Western Wayne Athletic Conference,7002,,#003366,3916.jpg,B,,461,Dearborn Heights,MI,3601 Janet Ave,,48125,(313) 565-8851,(313) 565-0304,robichaud,"https://maps.google.com/maps?q=Dearborn Heights Robichaud+3601 Janet Ave++Dearborn Heights, MI, 48125",http://robichaudhs.com/,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 409.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>67</td><td>51</td><td>118</td></tr><tr><td>10</td><td>40</td><td>41</td><td>81</td></tr><tr><td>11</td><td>16</td><td>29</td><td>45</td></tr><tr><td>12</td><td>31</td><td>29</td><td>60</td></tr><tr><td>Other programs draw</td><td>75</td><td>82</td><td>157</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 67, 'GirlsCount': 51, 'CombinedCount': 118}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 40, 'GirlsCount': 41, 'CombinedCount': 81}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 16, 'GirlsCount': 29, 'CombinedCount': 45}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 31, 'GirlsCount': 29, 'CombinedCount': 60}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 75, 'GirlsCount': 82, 'CombinedCount': 157}]",https://gofan.co/app/school/MI10069,1684.0,Dearborn Heights Robichaud (1684),42.2843856,-83.28663809999999,Dearborn Heights Annapolis HS,Dearborn HS,Taylor Prep HS,1.642699852959731,1.8743270149377755,3.2342595408111188,Div_2,C
3917,0,Adrian Madison,Madison HS,Trojans,Blue & Gold,,0,,#003366,1692.JPG,B,,408,Adrian,MI,3498 Treat Rd,,49221,(517) 263-0742,(517) 265-1848,adrianmadison,"https://maps.google.com/maps?q=Adrian Madison+3498 Treat Rd++Adrian, MI, 49221",http://www.madisonk12.us,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 408.</td></tr><tr><td>9</td><td>66</td><td>79</td><td>145</td></tr><tr><td>10</td><td>38</td><td>63</td><td>101</td></tr><tr><td>11</td><td>45</td><td>36</td><td>81</td></tr><tr><td>12</td><td>43</td><td>38</td><td>81</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 66, 'GirlsCount': 79, 'CombinedCount': 145}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 38, 'GirlsCount': 63, 'CombinedCount': 101}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 45, 'GirlsCount': 36, 'CombinedCount': 81}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 43, 'GirlsCount': 38, 'CombinedCount': 81}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4489,1692.0,Adrian Madison (1692),41.8679365,-84.0183744,Ann Arbor Greenhills HS? - Practice?,Adrian HS,Adrian Lenawee Christian HS,0.243418277966045,3.0903064724160534,4.389220604367416,Div_2,C
3918,0,Tawas,Tawas Area HS,Braves,Red & White,,0,,#003366,3918.png,C,,374,Tawas City,MI,255 West M-55 Hwy,,48763,(989) 984-2100,(989) 984-2106,tawas,"https://maps.google.com/maps?q=Tawas+255 West M-55 Hwy++Tawas City, MI, 48763",http://www.tawas.net,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 373.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>47</td><td>43</td><td>90</td></tr><tr><td>10</td><td>43</td><td>46</td><td>89</td></tr><tr><td>11</td><td>49</td><td>44</td><td>93</td></tr><tr><td>12</td><td>43</td><td>59</td><td>102</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 47, 'GirlsCount': 43, 'CombinedCount': 90}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 43, 'GirlsCount': 46, 'CombinedCount': 89}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 49, 'GirlsCount': 44, 'CombinedCount': 93}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 43, 'GirlsCount': 59, 'CombinedCount': 102}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3683,1701.0,Tawas (1701),44.2789041,-83.5338379,Tawas HS,Hale HS,Whittemore-Prescott High School,2.175076261115446,15.034939506534707,17.685943977674235,Div_2,C
3919,0,Burton CenterPoint Christian,CenterPoint Christian Academy,Lions,"Red, White",,0,,#003366,3919.png,D,,23,Burton,MI,1225 S Center Rd,,48509,(810) 743-0055,(810) 743-0033,faith,"https://maps.google.com/maps?q=Burton Faithway Christian+1225 S Center Rd++Burton, MI, 48509",https://centerpointflint.com/ministries/faithway-christian-academy/,False,['This school has tenth through twelfth grade but draws students from the ninth grade.'],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 23.<br />* This school has tenth through twelfth grade but draws students from the ninth grade.</td></tr><tr><td>9</td><td>2</td><td>3</td><td>5</td></tr><tr><td>10</td><td>2</td><td>5</td><td>7</td></tr><tr><td>11</td><td>5</td><td>3</td><td>8</td></tr><tr><td>12</td><td>1</td><td>2</td><td>3</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 2, 'GirlsCount': 3, 'CombinedCount': 5}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 2, 'GirlsCount': 5, 'CombinedCount': 7}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 5, 'GirlsCount': 3, 'CombinedCount': 8}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 1, 'GirlsCount': 2, 'CombinedCount': 3}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI25561,1710.0,Burton CenterPoint Christian (1710),43.0119663,-83.6322658,Burton Bentley HS,Burton Atherton HS,Burton Bendle HS,2.325844642581973,2.417822971225794,3.113369789194429,Div_4,A
3920,0,Carney-Nadeau,Carney-Nadeau HS,Wolves,Green & Gold,,0,,#003366,,D,,77,Carney,MI,151 N. U.S. Highway 41,PO Box 68,49812,(906) 398-3052,(906) 639-2176,carney-nadeau,"https://maps.google.com/maps?q=Carney-Nadeau+151 N. U.S. Highway 41+PO Box 68+Carney, MI, 49812",http://www.cnps.us/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 77.</td></tr><tr><td>9</td><td>8</td><td>14</td><td>22</td></tr><tr><td>10</td><td>9</td><td>11</td><td>20</td></tr><tr><td>11</td><td>11</td><td>9</td><td>20</td></tr><tr><td>12</td><td>8</td><td>7</td><td>15</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 8, 'GirlsCount': 14, 'CombinedCount': 22}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 9, 'GirlsCount': 11, 'CombinedCount': 20}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 11, 'GirlsCount': 9, 'CombinedCount': 20}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 8, 'GirlsCount': 7, 'CombinedCount': 15}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI69802,1718.0,Carney-Nadeau (1718),45.586635,-87.5573448,Norway High School,Escanaba HS,Kingsford HS,21.44745835567696,25.2848885476759,29.668014334808888,Div_4,A
3921,0,Central Montcalm,Central Montcalm HS,Hornets,Green & White,Central State Activities Association,6904,,#003366,3921.png,B,,454,Stanton,MI,1480 S Sheridan Rd,,48888,(989) 831-2100,(989) 831-2110,centralmontcalm,"https://maps.google.com/maps?q=Central Montcalm+1480 S Sheridan Rd++Stanton, MI, 48888",http://www.central-montcalm.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 454.</td></tr><tr><td>9</td><td>67</td><td>58</td><td>125</td></tr><tr><td>10</td><td>60</td><td>52</td><td>112</td></tr><tr><td>11</td><td>58</td><td>49</td><td>107</td></tr><tr><td>12</td><td>48</td><td>62</td><td>110</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 67, 'GirlsCount': 58, 'CombinedCount': 125}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 60, 'GirlsCount': 52, 'CombinedCount': 112}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 58, 'GirlsCount': 49, 'CombinedCount': 107}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 48, 'GirlsCount': 62, 'CombinedCount': 110}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10196,1726.0,Central Montcalm (1726),43.2745662,-85.0764284,Central Montcalm HS,Vestaburg HS,Greenville HS,0.2277649473218694,11.750371410411253,11.824490290586544,Div_2,C
3922,0,Boyne Falls,Boyne Falls HS,Loggers,Green & White,,0,,#003366,1734.JPG,D,,48,Boyne Falls,MI,01662 M-75 South,PO Box 356,49713,(231) 549-2211,(231) 549-2922,boynefalls,"https://maps.google.com/maps?q=Boyne Falls+01662 M-75 South+PO Box 356+Boyne Falls, MI, 49713",http://www.boynefalls.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 48.</td></tr><tr><td>9</td><td>6</td><td>8</td><td>14</td></tr><tr><td>10</td><td>4</td><td>4</td><td>8</td></tr><tr><td>11</td><td>10</td><td>6</td><td>16</td></tr><tr><td>12</td><td>5</td><td>5</td><td>10</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 6, 'GirlsCount': 8, 'CombinedCount': 14}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 4, 'GirlsCount': 4, 'CombinedCount': 8}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 10, 'GirlsCount': 6, 'CombinedCount': 16}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 5, 'GirlsCount': 5, 'CombinedCount': 10}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10306,1734.0,Boyne Falls (1734),45.1672124,-84.91481859999999,Boyne City HS,East Jordan HS,Petoskey High School,4.831920077038356,9.853411297462344,13.868576788222663,Div_4,A
3923,0,Troy,Troy HS,Colts,"Black, Silver, Red",,0,,#003366,3923.png,A,,2291,Troy,MI,4777 Northfield Pkwy,,48098,(248) 823-2700,(000) 000-0000,troy,"https://maps.google.com/maps?q=Troy+4777 Northfield Pkwy++Troy, MI, 48098",Troyathletics.org ,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 2291.</td></tr><tr><td>9</td><td>264</td><td>259</td><td>523</td></tr><tr><td>10</td><td>263</td><td>267</td><td>530</td></tr><tr><td>11</td><td>249</td><td>265</td><td>514</td></tr><tr><td>12</td><td>271</td><td>269</td><td>540</td></tr><tr><td>Other programs draw</td><td>103</td><td>81</td><td>184</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 264, 'GirlsCount': 259, 'CombinedCount': 523}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 263, 'GirlsCount': 267, 'CombinedCount': 530}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 249, 'GirlsCount': 265, 'CombinedCount': 514}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 271, 'GirlsCount': 269, 'CombinedCount': 540}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 103, 'GirlsCount': 81, 'CombinedCount': 184}]",https://gofan.co/app/school/MI10104,1742.0,Troy (1742),42.5872737,-83.1788622,Brother Rice High School,Clawson HS,Troy - Athens High School,2.9615525929988147,3.382332169768929,3.4218779328156868,Div_1,D
3924,0,Paradise Whitefish Township,Whitefish Township Community School,Rockets,Blue & White,Northern Lights League,6958,,#003366,3924.png,D,,22,Paradise,MI,7221 N M-123,,49768,(906) 492-3353,(906) 492-3254,paradise,"https://maps.google.com/maps?q=Paradise Whitefish Township+7221 N M-123++Paradise, MI, 49768",whitefish.eupschools.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 22.</td></tr><tr><td>9</td><td>6</td><td>3</td><td>9</td></tr><tr><td>10</td><td>2</td><td>1</td><td>3</td></tr><tr><td>11</td><td>4</td><td>0</td><td>4</td></tr><tr><td>12</td><td>4</td><td>2</td><td>6</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 6, 'GirlsCount': 3, 'CombinedCount': 9}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 2, 'GirlsCount': 1, 'CombinedCount': 3}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 4, 'GirlsCount': 0, 'CombinedCount': 4}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 4, 'GirlsCount': 2, 'CombinedCount': 6}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10375,1750.0,Paradise Whitefish Township (1750),46.6110185,-85.0392701,Newberry HS,Soo High School,Sault Ste Marie HS,28.876039536081493,33.23304217544415,33.30402690339724,Div_4,A
3925,0,Marshall Academy,Marshall Academy HS,Griffons,Blue & Yellow,Crossroads Athletic Conference,9591,,#003366,,D,,75,Marshall,MI,18203 Homer Rd,,49068,(269) 781-6330,(269) 781-8749,marshallacademy,"https://maps.google.com/maps?q=Marshall Academy+18203 Homer Rd++Marshall, MI, 49068",http://www.marshallacademy.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 75.</td></tr><tr><td>9</td><td>14</td><td>9</td><td>23</td></tr><tr><td>10</td><td>11</td><td>6</td><td>17</td></tr><tr><td>11</td><td>9</td><td>9</td><td>18</td></tr><tr><td>12</td><td>10</td><td>7</td><td>17</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 14, 'GirlsCount': 9, 'CombinedCount': 23}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 11, 'GirlsCount': 6, 'CombinedCount': 17}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 9, 'GirlsCount': 9, 'CombinedCount': 18}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 10, 'GirlsCount': 7, 'CombinedCount': 17}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI82749,1755.0,Marshall Academy (1755),42.2515234,-84.93976520000001,Marshall HS,Homer HS - high school,Homer HS,2.3992530992775563,10.120520953299517,10.15396186709609,Div_4,A
3926,0,Chesaning,Chesaning HS,Indians,Orange & Black,Mid-Michigan Activities Conference,9505,,#003366,,B,,409,Chesaning,MI,850 N Fourth St,PO Box 157,48616,(989) 845-2040,(989) 845-2117,chesaning,"https://maps.google.com/maps?q=Chesaning+850 N Fourth St+PO Box 157+Chesaning, MI, 48616",http://www.chesaningschools.net/index.php,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 409.</td></tr><tr><td>9</td><td>68</td><td>38</td><td>106</td></tr><tr><td>10</td><td>53</td><td>61</td><td>114</td></tr><tr><td>11</td><td>56</td><td>49</td><td>105</td></tr><tr><td>12</td><td>46</td><td>38</td><td>84</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 68, 'GirlsCount': 38, 'CombinedCount': 106}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 53, 'GirlsCount': 61, 'CombinedCount': 114}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 56, 'GirlsCount': 49, 'CombinedCount': 105}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 46, 'GirlsCount': 38, 'CombinedCount': 84}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4151,1767.0,Chesaning (1767),43.1847483,-84.11497469999999,Chesaning Union HS - Field 2,Chesaning Union HS,New Lothrop HS,0.8059534050751361,0.8637605614879934,8.286506608944999,Div_2,C
3927,0,Bloomfield Hills Lahser,Lahser HS,Knights,Black & Gold,,0,,#003366,mhsaasize/1775.png,,,0,Bloomfield Hills,MI,3456 Lahser Rd,,48302,(248) 341-5700,(248) 341-5897,lahser,"https://maps.google.com/maps?q=Bloomfield Hills Lahser+3456 Lahser Rd++Bloomfield Hills, MI, 48302",http://lahser.bloomfield.org/,False,,,0,,,1775.0,Bloomfield Hills Lahser (1775),42.5906661,-83.26696009999999,Bloomfield Hills Cranbrook Kingswood HS,Cranbrook High School,Auburn Hills Avondale HS,1.3653125539002136,1.3654316161018127,3.0208271489541167,Div_4,A
3928,0,Elk Rapids,Elk Rapids HS,Elks,Orange & Black,Lake Michigan Conference,6933,,#003366,1783.JPG,B,,392,Elk Rapids,MI,308 Meguzee Pt Rd,,49629,(231) 264-8108,(231) 264-0895,elkrapids,"https://maps.google.com/maps?q=Elk Rapids+308 Meguzee Pt Rd++Elk Rapids, MI, 49629",http://www.erschools.com/ERHS/hsinfo.htm,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 392.</td></tr><tr><td>9</td><td>48</td><td>51</td><td>99</td></tr><tr><td>10</td><td>50</td><td>41</td><td>91</td></tr><tr><td>11</td><td>39</td><td>48</td><td>87</td></tr><tr><td>12</td><td>50</td><td>65</td><td>115</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 48, 'GirlsCount': 51, 'CombinedCount': 99}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 50, 'GirlsCount': 41, 'CombinedCount': 91}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 39, 'GirlsCount': 48, 'CombinedCount': 87}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 50, 'GirlsCount': 65, 'CombinedCount': 115}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10321,1783.0,Elk Rapids (1783),44.89238,-85.3954703,Elk Rapids HS,Bellaire High School - high_school,Traverse City Central HS - Old Field,0.1446784503459567,11.561156558406308,12.749396467775888,Div_2,C
3929,0,Warren Woods Tower,Warren Woods-Tower HS,Titans,Blue & Silver,Macomb Area Conference,6940,,#003366,mhsaasize/1791.png,A,,1119,Warren,MI,27900 Bunert Rd,,48088,(586) 439-4566,(586) 439-4869,warrenwoods-tower,"https://maps.google.com/maps?q=Warren Woods Tower+27900 Bunert Rd++Warren, MI, 48088",http://www.warrenwoods.misd.net/our-schools/warren-woods-tower-high-school/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1119.</td></tr><tr><td>9</td><td>133</td><td>132</td><td>265</td></tr><tr><td>10</td><td>134</td><td>140</td><td>274</td></tr><tr><td>11</td><td>124</td><td>110</td><td>234</td></tr><tr><td>12</td><td>132</td><td>116</td><td>248</td></tr><tr><td>Other programs draw</td><td>52</td><td>46</td><td>98</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 133, 'GirlsCount': 132, 'CombinedCount': 265}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 134, 'GirlsCount': 140, 'CombinedCount': 274}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 124, 'GirlsCount': 110, 'CombinedCount': 234}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 132, 'GirlsCount': 116, 'CombinedCount': 248}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 52, 'GirlsCount': 46, 'CombinedCount': 98}]",https://gofan.co/app/school/MI10116,1791.0,Warren Woods Tower (1791),42.4991175,-82.9759005,Warren Woods Tower HS,Center Line HS,Fraser HS,0.0590608067648547,2.22609426419501,3.948850926801353,Div_1,D
