SchoolId,SportId,PopularName,ProperName,NickName,Colors,LeaugeName,LeaugeId,HeadCoach,PrimaryColorCode,ImagePath,Classification,Record,Enrollment,City,State,Address1,Address2,Zip,Phone,Fax,VanityUrl,MapURL,WebSite,IsMiddleSchool,ClassificationCalculationSteps,ClassificationCalculationStepsHtml,SportSeasonId,EnrollmentData,TicketUrl,OldSchoolId,SchoolNameWithId,Lat,Lng,Closest_Field_1,Closest_Field_2,Closest_Field_3,Distance_1,Distance_2,Distance_3
4278,0,Leslie,Leslie HS,Blackhawks,Orange & Black,,0,,#003366,4278.png,C,,329,Leslie,MI,4141 Hull,,49251,(517) 589-8200,(517) 589-5720,leslie,"https://maps.google.com/maps?q=Leslie+4141 Hull++Leslie, MI, 49251",www.lesliek12.net,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 329.</td></tr><tr><td>9</td><td>48</td><td>53</td><td>101</td></tr><tr><td>10</td><td>29</td><td>49</td><td>78</td></tr><tr><td>11</td><td>41</td><td>45</td><td>86</td></tr><tr><td>12</td><td>34</td><td>30</td><td>64</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 48, 'GirlsCount': 53, 'CombinedCount': 101}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 29, 'GirlsCount': 49, 'CombinedCount': 78}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 41, 'GirlsCount': 45, 'CombinedCount': 86}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 34, 'GirlsCount': 30, 'CombinedCount': 64}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4457,5058.0,Leslie (5058),42.4609652,-84.4407332,Leslie HS,Mason HS,Jackson Northwest HS,0.1259177418611105,7.5817338100759635,9.102413220806335
4279,0,Martin,Martin HS,Clippers,Maroon & White,Southwestern Athletic Conference,6984,,#003366,4279.jpeg,D,,180,Martin,MI,1556 Chalmers,,49070,(269) 442-0400,(269) 442-0401,martin,"https://maps.google.com/maps?q=Martin+1556 Chalmers++Martin, MI, 49070",https://martinclippers.com/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 180.</td></tr><tr><td>9</td><td>26</td><td>24</td><td>50</td></tr><tr><td>10</td><td>19</td><td>24</td><td>43</td></tr><tr><td>11</td><td>22</td><td>20</td><td>42</td></tr><tr><td>12</td><td>26</td><td>19</td><td>45</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 26, 'GirlsCount': 24, 'CombinedCount': 50}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 19, 'GirlsCount': 24, 'CombinedCount': 43}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 22, 'GirlsCount': 20, 'CombinedCount': 42}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 26, 'GirlsCount': 19, 'CombinedCount': 45}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10240,5066.0,Martin (5066),42.53705550000001,-85.63652170000002,Martin HS,Otsego HS,Plainwell HS,0.19703306687836794,6.8121183704582124,7.023231044444395
4280,0,Howell,Howell HS,Highlanders,Forest Green & Gold,Kensington Lakes Activities Association,6931,,#003366,SchoolImage_4280.jpg,A,,2209,Howell,MI,1200 W Grand River,,48843,(517) 540-8300,(517) 548-6339,howell,"https://maps.google.com/maps?q=Howell+1200 W Grand River++Howell, MI, 48843",http://www.howellschools.com/C4/HowellHighSchool/default.aspx,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 2209.</td></tr><tr><td>9</td><td>282</td><td>246</td><td>528</td></tr><tr><td>10</td><td>275</td><td>223</td><td>498</td></tr><tr><td>11</td><td>306</td><td>294</td><td>600</td></tr><tr><td>12</td><td>329</td><td>254</td><td>583</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 282, 'GirlsCount': 246, 'CombinedCount': 528}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 275, 'GirlsCount': 223, 'CombinedCount': 498}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 306, 'GirlsCount': 294, 'CombinedCount': 600}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 329, 'GirlsCount': 254, 'CombinedCount': 583}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI9978,5074.0,Howell (5074),42.6164737,-83.94647479999999,Howell High School,Fowlerville HS,Pinckney HS - Field 2,0.21979320683187648,7.05114981115616,11.574192953502775
4281,0,Walled Lake Central,Walled Lake Central HS,Vikings,Blue & Gold,Lakes Valley Conference,9501,,#003366,mhsaasize/5082.png,A,,1286,Walled Lake,MI,1600 Oakley Park,,48390,(248) 956-4700,(248) 956-2072,walledlakecentral,"https://maps.google.com/maps?q=Walled Lake Central+1600 Oakley Park++Walled Lake, MI, 48390",http://www.wlcsd.org/Central.cfm?subpage=324493,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1286.</td></tr><tr><td>9</td><td>153</td><td>116</td><td>269</td></tr><tr><td>10</td><td>169</td><td>179</td><td>348</td></tr><tr><td>11</td><td>164</td><td>140</td><td>304</td></tr><tr><td>12</td><td>168</td><td>148</td><td>316</td></tr><tr><td>Other programs draw</td><td>26</td><td>23</td><td>49</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 153, 'GirlsCount': 116, 'CombinedCount': 269}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 169, 'GirlsCount': 179, 'CombinedCount': 348}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 164, 'GirlsCount': 140, 'CombinedCount': 304}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 168, 'GirlsCount': 148, 'CombinedCount': 316}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 26, 'GirlsCount': 23, 'CombinedCount': 49}]",https://gofan.co/app/school/MI10112,5082.0,Walled Lake Central (5082),42.5656801,-83.47152349999999,Walled Lake Northern HS,Walled Lake Western HS,Novi Christian Academy HS,3.0790137133553173,3.1433783475238384,3.7419456432189273
4282,0,Bangor,Bangor HS,Vikings,Red & White,Southwest 10 Conference,9489,,#003366,5090.JPG,C,,349,Bangor,MI,801 W Arlington Rd,,49013,(269) 427-6842,(269) 427-6825,bangor,"https://maps.google.com/maps?q=Bangor+801 W Arlington Rd++Bangor, MI, 49013",http://www.bangorvikings.org/?q=node/4,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 349.</td></tr><tr><td>9</td><td>33</td><td>35</td><td>68</td></tr><tr><td>10</td><td>34</td><td>39</td><td>73</td></tr><tr><td>11</td><td>32</td><td>31</td><td>63</td></tr><tr><td>12</td><td>19</td><td>27</td><td>46</td></tr><tr><td>Other programs draw</td><td>56</td><td>43</td><td>99</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 33, 'GirlsCount': 35, 'CombinedCount': 68}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 34, 'GirlsCount': 39, 'CombinedCount': 73}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 32, 'GirlsCount': 31, 'CombinedCount': 63}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 19, 'GirlsCount': 27, 'CombinedCount': 46}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 56, 'GirlsCount': 43, 'CombinedCount': 99}]",https://gofan.co/app/school/MI10184,5090.0,Bangor (5090),42.3079417,-86.1222993,Bangor High School,Lawrence HS,South Haven HS - high school,0.2430297370175335,6.665428106211078,9.510770093702751
4283,0,Potterville,Potterville HS,Vikings,Maroon & Gold,Central Michigan Athletic Conference,6903,,#003366,4283.png,C,,236,Potterville,MI,420 N High St,PO Box 337,48876,(517) 645-4542,(517) 645-0397,potterville,"https://maps.google.com/maps?q=Potterville+420 N High St+PO Box 337+Potterville, MI, 48876",https://www.ppsvikings.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 236.</td></tr><tr><td>9</td><td>26</td><td>38</td><td>64</td></tr><tr><td>10</td><td>30</td><td>29</td><td>59</td></tr><tr><td>11</td><td>38</td><td>24</td><td>62</td></tr><tr><td>12</td><td>24</td><td>27</td><td>51</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 26, 'GirlsCount': 38, 'CombinedCount': 64}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 30, 'GirlsCount': 29, 'CombinedCount': 59}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 38, 'GirlsCount': 24, 'CombinedCount': 62}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 24, 'GirlsCount': 27, 'CombinedCount': 51}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3501,5108.0,Potterville (5108),42.6292029,-84.738874,Potterville HS,Charlotte High School,Holt High School,0.21730681660897413,7.583627000497479,8.095269117922399
4284,0,Canton,Canton HS,Chiefs,Scarlet & White,Kensington Lakes Activities Association,6931,,#003366,4284.png,A,,2099,Canton,MI,8415 N. Canton Center Rd,,48187,(734) 416-7777,(734) 927-0153,canton,"https://maps.google.com/maps?q=Canton+8415 N. Canton Center Rd++Canton, MI, 48187",http://www.pccsk12.com/,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 2097.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>260</td><td>283</td><td>543</td></tr><tr><td>10</td><td>241</td><td>234</td><td>475</td></tr><tr><td>11</td><td>231</td><td>218</td><td>449</td></tr><tr><td>12</td><td>239</td><td>240</td><td>479</td></tr><tr><td>Other programs draw</td><td>64</td><td>89</td><td>153</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 260, 'GirlsCount': 283, 'CombinedCount': 543}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 241, 'GirlsCount': 234, 'CombinedCount': 475}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 231, 'GirlsCount': 218, 'CombinedCount': 449}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 239, 'GirlsCount': 240, 'CombinedCount': 479}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 64, 'GirlsCount': 89, 'CombinedCount': 153}]",https://gofan.co/app/school/MI9903,5116.0,Canton (5116),42.346873,-83.4894851,Canton HS,Salem High School,Plymouth HS,0.18980876675887254,0.4025512011747662,0.4780650377121111
4285,0,Beal City,Beal City HS,Aggies,Blue & White,Highland Conference,6923,,#003366,4285.png,C,,215,Mt Pleasant,MI,3180 W. Beal City Rd.,,48858,(989) 644-3944,(989) 644-5847,bealcity,"https://maps.google.com/maps?q=Beal City+3180 W. Beal City Rd.++Mt Pleasant, MI, 48858",http://bealcityschools.net,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 215.</td></tr><tr><td>9</td><td>27</td><td>32</td><td>59</td></tr><tr><td>10</td><td>26</td><td>29</td><td>55</td></tr><tr><td>11</td><td>28</td><td>19</td><td>47</td></tr><tr><td>12</td><td>24</td><td>30</td><td>54</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 27, 'GirlsCount': 32, 'CombinedCount': 59}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 26, 'GirlsCount': 29, 'CombinedCount': 55}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 28, 'GirlsCount': 19, 'CombinedCount': 47}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 24, 'GirlsCount': 30, 'CombinedCount': 54}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4052,5124.0,Beal City (5124),43.6702267,-84.9119858,Beal City HS,Mount Pleasant HS,Mt Pleasant HS,0.2740988772220702,9.3157216405218,9.389863969266417
4286,0,Dansville,Dansville HS,Aggies,Black/White/Gold,Central Michigan Athletic Conference,6903,,#003366,4286.png,C,,258,Dansville,MI,1264 Adams St,PO Box 187,48819,(517) 623-6120,(517) 623-0127,dansville,"https://maps.google.com/maps?q=Dansville+1264 Adams St+PO Box 187+Dansville, MI, 48819",www.dansvilleathletics.com,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 258.</td></tr><tr><td>9</td><td>30</td><td>30</td><td>60</td></tr><tr><td>10</td><td>34</td><td>34</td><td>68</td></tr><tr><td>11</td><td>31</td><td>41</td><td>72</td></tr><tr><td>12</td><td>28</td><td>30</td><td>58</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 30, 'GirlsCount': 30, 'CombinedCount': 60}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 34, 'GirlsCount': 34, 'CombinedCount': 68}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 31, 'GirlsCount': 41, 'CombinedCount': 72}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 28, 'GirlsCount': 30, 'CombinedCount': 58}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4195,5132.0,Dansville (5132),42.555869,-84.3033013,Dansville HS,Mason HS,Stockbridge HS,0.37335899048916266,6.697464394511832,9.046828008951906
4287,0,West Bloomfield,West Bloomfield HS,Lakers,Forest Green & White,Oakland Activities Association,6962,,#003366,5140.png,A,,1979,West Bloomfield,MI,4925 Orchard Lake Rd,,48323,(248) 865-6743,(248) 865-6744,westbloomfield,"https://maps.google.com/maps?q=West Bloomfield+4925 Orchard Lake Rd++West Bloomfield, MI, 48323",http://wbsd.schoolwires.net/Domain/8,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1979.</td></tr><tr><td>9</td><td>201</td><td>181</td><td>382</td></tr><tr><td>10</td><td>225</td><td>216</td><td>441</td></tr><tr><td>11</td><td>184</td><td>215</td><td>399</td></tr><tr><td>12</td><td>210</td><td>223</td><td>433</td></tr><tr><td>Other programs draw</td><td>125</td><td>199</td><td>324</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 201, 'GirlsCount': 181, 'CombinedCount': 382}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 225, 'GirlsCount': 216, 'CombinedCount': 441}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 184, 'GirlsCount': 215, 'CombinedCount': 399}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 210, 'GirlsCount': 223, 'CombinedCount': 433}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 125, 'GirlsCount': 199, 'CombinedCount': 324}]",https://gofan.co/app/school/MI10121,5140.0,West Bloomfield (5140),42.566314,-83.357901,West Bloomfield HS,Orchard Lake St Marys High School,North Farmington HS,0.10754798178763944,1.7604161534220606,3.501009030169184
4288,0,Allen Park,Allen Park HS,Jaguars,Forest Green and White,Downriver League,6999,,,4288.jpg,A,,1099,Allen Park,MI,18401 Champaign,,48101,(313) 827-1200,(313) 827-1235,allenpark,"https://maps.google.com/maps?q=Allen Park+18401 Champaign++Allen Park, MI, 48101",https://www.allenparkschools.com/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1099.</td></tr><tr><td>9</td><td>147</td><td>148</td><td>295</td></tr><tr><td>10</td><td>146</td><td>134</td><td>280</td></tr><tr><td>11</td><td>122</td><td>142</td><td>264</td></tr><tr><td>12</td><td>122</td><td>138</td><td>260</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 147, 'GirlsCount': 148, 'CombinedCount': 295}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 146, 'GirlsCount': 134, 'CombinedCount': 280}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 122, 'GirlsCount': 142, 'CombinedCount': 264}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 122, 'GirlsCount': 138, 'CombinedCount': 260}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI9883,5157.0,Allen Park (5157),42.24797359999999,-83.22605970000001,Allen Park High School,Cabrini HS (Allen Park),Lincoln Park HS,0.1803308304281401,0.9582611704396895,1.9116682898663069
4289,0,Durand,Durand Area HS,Railroaders,Blue & White,,0,,#003366,5165.JPG,B,,432,Durand,MI,9575 Monroe Rd,,48429,(989) 288-2684,(989) 288-2966,durand,"https://maps.google.com/maps?q=Durand+9575 Monroe Rd++Durand, MI, 48429",http://dhs.durand.schooldesk.net/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 432.</td></tr><tr><td>9</td><td>60</td><td>58</td><td>118</td></tr><tr><td>10</td><td>64</td><td>47</td><td>111</td></tr><tr><td>11</td><td>57</td><td>53</td><td>110</td></tr><tr><td>12</td><td>38</td><td>55</td><td>93</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 60, 'GirlsCount': 58, 'CombinedCount': 118}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 64, 'GirlsCount': 47, 'CombinedCount': 111}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 57, 'GirlsCount': 53, 'CombinedCount': 110}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 38, 'GirlsCount': 55, 'CombinedCount': 93}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4222,5165.0,Durand (5165),42.9195291,-83.97922129999999,Durand HS - high school,Swartz Creek HS,Corunna HS,0.26164500362869264,7.512865006601984,8.016874875591368
4290,0,Lake Linden-Hubbell,Lake Linden-Hubbell HS,Lakes,Navy & Gold,Copper Mountain Conference,9453,,#003366,,D,,103,Lake Linden,MI,601 Calumet St,,49945,(906) 296-6681,(906) 296-0219,lakelindenhubbell,"https://maps.google.com/maps?q=Lake Linden-Hubbell+601 Calumet St++Lake Linden, MI, 49945",http://www.lakelinden.k12.mi.us/cat_index_19.php,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 102.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>10</td><td>10</td><td>20</td></tr><tr><td>10</td><td>20</td><td>18</td><td>38</td></tr><tr><td>11</td><td>11</td><td>11</td><td>22</td></tr><tr><td>12</td><td>18</td><td>5</td><td>23</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 10, 'GirlsCount': 10, 'CombinedCount': 20}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 20, 'GirlsCount': 18, 'CombinedCount': 38}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 11, 'GirlsCount': 11, 'CombinedCount': 22}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 18, 'GirlsCount': 5, 'CombinedCount': 23}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI19262,5173.0,Lake Linden-Hubbell (5173),47.1943418,-88.4060386,Houghton High School,Hancock HS,L'Anse HS,9.486968065531427,10.317555468939364,30.230108698155384
4291,0,Muskegon Orchard View,Orchard View HS,Cardinals,Red & Gray,West Michigan Conference,6992,,#003366,4291.jpg,B,,604,Muskegon,MI,16 N. Quarterline,,49442,(231) 760-1469,(231) 760-1331,orchardview,"https://maps.google.com/maps?q=Muskegon Orchard View+16 N. Quarterline++Muskegon, MI, 49442",http://www.orchardview.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 604.</td></tr><tr><td>9</td><td>89</td><td>76</td><td>165</td></tr><tr><td>10</td><td>95</td><td>68</td><td>163</td></tr><tr><td>11</td><td>65</td><td>78</td><td>143</td></tr><tr><td>12</td><td>60</td><td>73</td><td>133</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 89, 'GirlsCount': 76, 'CombinedCount': 165}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 95, 'GirlsCount': 68, 'CombinedCount': 163}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 65, 'GirlsCount': 78, 'CombinedCount': 143}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 60, 'GirlsCount': 73, 'CombinedCount': 133}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10164,5181.0,Muskegon Orchard View (5181),43.2543763,-86.19055689999999,Muskegon Orchard View HS,North Muskegon HS,Muskegon Oakridge HS,0.45891284514292,3.8188911416688445,4.069518075985942
4292,0,Parma Western,Western HS,Panthers,Maroon/White/Gold,,0,,#003366,mhsaasize/5198.png,A,,819,Parma,MI,1400 S Dearing Rd,,49269,(517) 841-8285,(517) 841-8809,parmawestern,"https://maps.google.com/maps?q=Parma Western+1400 S Dearing Rd++Parma, MI, 49269",https://www.wsdpanthers.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 819.</td></tr><tr><td>9</td><td>118</td><td>107</td><td>225</td></tr><tr><td>10</td><td>112</td><td>98</td><td>210</td></tr><tr><td>11</td><td>97</td><td>95</td><td>192</td></tr><tr><td>12</td><td>105</td><td>87</td><td>192</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 118, 'GirlsCount': 107, 'CombinedCount': 225}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 112, 'GirlsCount': 98, 'CombinedCount': 210}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 97, 'GirlsCount': 95, 'CombinedCount': 192}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 105, 'GirlsCount': 87, 'CombinedCount': 192}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3790,5198.0,Parma Western (5198),42.2436125,-84.540689,Parma Western HS,Jackson Lumen Christi HS,Jackson High School - high school,0.5252651585337204,4.37731347945577,6.322649617452177
