NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
260192003923,MI-46020-00023,2601920,MI-46020,09,12,Addison High School,Addison Community Schools,Lenawee County,219 NORTH COMSTOCK ST,ADDISON,MI,49220,9753,(517)547-6900,42,Rural: Distant,No,No,Yes,Yes,247.00000,13.73000,17.9900000,87.00000,8.00000,–
263447007009,MI-50210-04931,2634470,MI-50210,09,12,Adlai Stevenson High School,Utica Community Schools,Macomb County,39701 DODGE PARK RD,STERLING HEIGHTS,MI,48313,5131,(586)797-1900,21,Suburb: Large,No,No,Yes,Yes,1956.00000,98.60000,19.8400000,945.00000,64.00000,–
260195002061,MI-46010-07431,2601950,MI-46010,09,12,Adrian Community High School,Adrian Public Schools,Lenawee County,801 EAST MAUMEE ST,ADRIAN,MI,49221,3081,(517)263-1332,32,Town: Distant,No,No,Yes,Yes,29.00000,0.00000,†,23.00000,0.00000,–
260195003927,MI-46010-00027,2601950,MI-46010,08,12,Adrian High School,Adrian Public Schools,Lenawee County,785 RIVERSIDE AVE,ADRIAN,MI,49221,1467,(517)263-2181,32,Town: Distant,No,No,Yes,Yes,799.00000,40.23000,19.8600000,404.00000,61.00000,–
260025507882,MI-63914-09910,2600255,MI-63914,PK,12,Advanced Technology Academy,Advanced Technology Academy,Wayne County,4801 OAKMAN BLVD,DEARBORN,MI,48126,3755,(313)625-4700,12,City: Midsize,Yes,Yes,Yes,Yes,1256.00000,64.43000,19.4900000,1123.00000,52.00000,–
261803000962,MI-63130-07829,2618030,MI-63130,KG,12,Advantage Alternative Program,Hazel Park School District of the City of,Oakland County,1620 EAST ELZA AVE,HAZEL PARK,MI,48030,2358,(248)658-5280,21,Suburb: Large,No,No,Yes,Yes,164.00000,5.10000,32.1600000,132.00000,2.00000,–
260010600688,MI-63901-08265,2600106,MI-63901,KG,12,AGBU AlexMarie Manoogian School,AGBU Alex-Marie Manoogian School,Oakland County,22001 NORTHWESTERN HWY,SOUTHFIELD,MI,48075,4081,(248)569-2988,13,City: Small,Yes,No,Yes,Yes,348.00000,24.90000,13.9800000,197.00000,10.00000,–
260198008428,MI-58020-01798,2601980,MI-58020,KG,12,Airport Center for Education,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-4071,41,Rural: Fringe,No,No,Yes,Yes,100.00000,2.08000,48.0800000,66.00000,2.00000,–
260198008678,MI-58020-02547,2601980,MI-58020,09,12,Airport Middle College,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-4071,41,Rural: Fringe,No,No,No,†,16.00000,0.00000,†,3.00000,0.00000,–
260198003939,MI-58020-01086,2601980,MI-58020,09,12,Airport Senior High School,Airport Community Schools,Monroe County,11330 GRAFTON RD,CARLETON,MI,48117,9392,(734)654-6208,41,Rural: Fringe,No,No,No,†,739.00000,41.79000,17.6800000,283.00000,19.00000,–
260201003946,MI-79010-00034,2602010,MI-79010,06,12,AkronFairgrove JrSr High School,Akron-Fairgrove Schools,Tuscola County,PO Box 217,Fairgrove,MI,48733,0217,(989)693-6112,42,Rural: Distant,No,No,Yes,Yes,169.00000,8.36000,20.2200000,97.00000,17.00000,–
262181005875,MI-24030-02241,2621810,MI-24030,PK,12,Alanson Public School,Alanson Public Schools,Emmet County,7400 NORTH ST,ALANSON,MI,49706,9247,(231)548-2261,42,Rural: Distant,No,Yes,Yes,Yes,232.00000,18.17000,12.7700000,159.00000,16.00000,–
260204003949,MI-05010-06938,2602040,MI-05010,PK,12,Alba School,Alba Public Schools,Antrim County,5935 ELM ST,ELMIRA,MI,49730,8303,(231)584-2000,43,Rural: Remote,No,No,Yes,Yes,97.00000,6.26000,15.5000000,71.00000,13.00000,–
260216003955,MI-01010-00044,2602160,MI-01010,06,12,Alcona Community High School,Alcona Community Schools,Alcona County,51 N BARLOW RD,HARRISVILLE,MI,48740,9606,(989)736-8534,42,Rural: Distant,No,Yes,Yes,Yes,402.00000,41.90000,9.5900000,225.00000,20.00000,–
260000107831,MI-84020-09211,2600001,MI-84020,09,12,Alger Maximum Correctional Facility,Michigan Department of Corrections,Alger County,PO Box 600,Munising,MI,49862,0600,(906)387-5000,33,Town: Remote,No,No,No,†,0.00000,0.00000,†,–,–,–
260219008684,MI-74030-02752,2602190,MI-74030,07,12,Algonac Alternative Education,Algonac Community School District,St. Clair County,9541 PHELPS RD,CLAY,MI,48001,4753,(810)794-4911,21,Suburb: Large,No,No,Yes,Yes,25.00000,1.00000,25.0000000,18.00000,0.00000,–
260219003960,MI-74030-00054,2602190,MI-74030,07,12,Algonac JuniorSenior High School,Algonac Community School District,St. Clair County,5200 TAFT RD,CLAY,MI,48001,4701,(810)794-4911,21,Suburb: Large,No,Yes,No,†,678.00000,31.10000,21.8000000,265.00000,28.00000,–
260222000110,MI-03030-03535,2602220,MI-03030,09,12,Allegan Alternative High School,Allegan Public Schools,Allegan County,550 5TH ST,ALLEGAN,MI,49010,1670,(269)673-5433,32,Town: Distant,No,No,Yes,Yes,111.00000,6.00000,18.5000000,69.00000,4.00000,–
268010000445,MI-03000-07254,2680100,MI-03000,11,12,Allegan County Area Technical and Education Center,Allegan Area Educational Service Agency,Allegan County,2891 116TH AVE,ALLEGAN,MI,49010,9004,(269)512-7800,41,Rural: Fringe,No,No,No,†,0.00000,20.00000,†,–,–,–
260222003966,MI-03030-00062,2602220,MI-03030,09,12,Allegan High School,Allegan Public Schools,Allegan County,550 5TH ST,ALLEGAN,MI,49010,1698,(269)673-7002,32,Town: Distant,No,No,No,†,691.00000,31.00000,22.2900000,282.00000,35.00000,–
260252001018,MI-82020-08422,2602520,MI-82020,09,12,Allen Park Community School,Allen Park Public Schools,Wayne County,14700 MOORE AVE,ALLEN PARK,MI,48101,1692,(313)827-2660,21,Suburb: Large,No,No,Yes,Yes,109.00000,8.33000,13.0900000,59.00000,5.00000,–
260252003971,MI-82020-00065,2602520,MI-82020,09,12,Allen Park High School,Allen Park Public Schools,Wayne County,18401 CHAMPAIGN RD,ALLEN PARK,MI,48101,2210,(313)827-1200,21,Suburb: Large,No,No,No,†,1130.00000,53.85000,20.9800000,313.00000,44.00000,–
260255003976,MI-70040-05889,2602550,MI-70040,08,12,Allendale High School,Allendale Public Schools,Ottawa County,10760 68TH AVE,ALLENDALE,MI,49401,8904,(616)892-5585,21,Suburb: Large,No,No,No,†,778.00000,33.29000,23.3700000,180.00000,29.00000,–
260264003980,MI-29010-05774,2602640,MI-29010,09,12,Alma Senior High School,Alma Public Schools,Gratiot County,1500 PINE AVE,ALMA,MI,48801,1275,(989)463-3111,32,Town: Distant,No,No,No,†,605.00000,35.51000,17.0400000,278.00000,32.00000,–
260267003982,MI-44020-00073,2602670,MI-44020,09,12,Almont High School,Almont Community Schools,Lapeer County,4701 HOWLAND RD,ALMONT,MI,48003,8035,(810)798-8595,41,Rural: Fringe,No,No,No,†,432.00000,20.42000,21.1600000,88.00000,19.00000,–
260273003984,MI-04010-00075,2602730,MI-04010,09,12,Alpena High School,Alpena Public Schools,Alpena County,3303 SOUTH THIRD AVE,ALPENA,MI,49707,3307,(989)358-5200,33,Town: Remote,No,No,No,†,1154.00000,49.20000,23.4600000,492.00000,56.00000,–
260103408339,MI-35902-01440,2601034,MI-35902,06,12,Alternative Educational Academy of Iosco County,Alternative Educational Academy of Iosco County,Iosco County,40 W M 55,TAWAS CITY,MI,48763,9286,(989)362-2575,41,Rural: Fringe,Yes,No,Yes,No,153.00000,6.25000,24.4800000,129.00000,6.00000,–
260109208670,MI-65900-02489,2601092,MI-65900,06,12,Alternative Educational Academy of Ogemaw County,Alternative Educational Academy of Ogemaw County,Ogemaw County,2389 S M 76,West Branch,MI,48661,,(989)362-3006,43,Rural: Remote,Yes,No,Yes,No,129.00000,3.98000,32.4100000,111.00000,6.00000,–
260098608795,MI-82730-03058,2600986,MI-82730,07,12,American International Academy High SchoolMiddle Schooll,American International Academy,Wayne County,28955 ROSEWOOD ST,INKSTER,MI,48141,1656,(734)713-5525,21,Suburb: Large,Yes,No,Yes,Yes,221.00000,7.00000,31.5700000,206.00000,3.00000,–
260279003997,MI-50040-00089,2602790,MI-50040,09,12,Anchor Bay High School,Anchor Bay School District,St. Clair County,6319 COUNTY LINE RD,IRA,MI,48023,1003,(586)648-2525,41,Rural: Fringe,No,No,No,†,1879.00000,74.14000,25.3400000,354.00000,51.00000,–
260022201181,MI-81904-08655,2600222,MI-81904,KG,12,Ann Arbor Learning Community,Ann Arbor Learning Community,Washtenaw County,4377 TEXTILE RD,YPSILANTI,MI,48197,9018,(734)477-0340,21,Suburb: Large,Yes,No,Yes,Yes,39.00000,1.75000,22.2900000,21.00000,0.00000,–
261161004618,MI-82040-04950,2611610,MI-82040,09,12,Annapolis High School,Dearborn Heights School District #7,Wayne County,4650 CLIPPERT ST,DEARBORN HEIGHTS,MI,48125,2737,(313)203-3300,21,Suburb: Large,No,No,No,†,725.00000,32.43000,22.3600000,489.00000,37.00000,–
261899007843,MI-63220-09909,2618990,MI-63220,PK,12,Apollo Center,Huron Valley Schools,Oakland County,2029 NORTH MILFORD RD,HIGHLAND,MI,48357,3815,(248)684-8134,21,Suburb: Large,No,No,No,†,8.00000,14.90000,0.5400000,†,†,†
260098908273,MI-81909-00761,2600989,MI-81909,09,12,Arbor Preparatory High School,Arbor Preparatory High School,Washtenaw County,6800 Hitchingham Road,Ypsilanti,MI,48197,,(734)961-9700,41,Rural: Fringe,Yes,No,Yes,Yes,300.00000,17.93000,16.7300000,170.00000,11.00000,–
260324008269,MI-50050-00797,2603240,MI-50050,09,12,Armada Continuing Education Center,Armada Area Schools,Macomb County,23211 PROSPECT AVE,ARMADA,MI,48005,4621,(586)784-2400,42,Rural: Distant,No,No,Yes,Yes,16.00000,1.73000,9.2500000,7.00000,1.00000,–
260324004042,MI-50050-00119,2603240,MI-50050,09,12,Armada High School,Armada Area Schools,Macomb County,23655 ARMADA CENTER RD,ARMADA,MI,48005,2701,(586)784-2400,42,Rural: Distant,No,No,No,†,576.00000,31.90000,18.0600000,98.00000,12.00000,–
263039006656,MI-73010-00125,2630390,MI-73010,09,12,Arthur Hill High School,Saginaw School District of the City of,Saginaw County,3115 MACKINAW ST,SAGINAW,MI,48602,3221,(989)399-5800,13,City: Small,No,No,Yes,Yes,778.00000,34.00000,22.8800000,624.00000,31.00000,–
260027301308,MI-50905-08884,2600273,MI-50905,06,12,Arts Academy in the Woods,Arts Academy in the Woods,Macomb County,32101 Caroline,Fraser,MI,48026,,(586)294-0391,21,Suburb: Large,Yes,No,Yes,Yes,303.00000,15.71000,19.2900000,157.00000,14.00000,–
260026701403,MI-63915-08855,2600267,MI-63915,PK,12,Arts and Technology Academy of Pontiac,Arts and Technology Academy of Pontiac,Oakland County,888 ENTERPRISE DR,PONTIAC,MI,48341,3167,(248)452-9309,13,City: Small,Yes,No,Yes,Yes,775.00000,28.70000,27.0000000,624.00000,10.00000,–
260001708240,MI-32010-01079,2600017,MI-32010,09,12,Ascent High School,Bad Axe Public Schools,Huron County,200 NORTH BARRIE RD,BAD AXE,MI,48413,9147,(989)269-9938,33,Town: Remote,No,No,Yes,Yes,44.00000,1.19000,36.9700000,33.00000,2.00000,–
263234001932,MI-82405-02956,2632340,MI-82405,06,12,Asher School,Southgate Community School District,Wayne County,14101 LEROY ST,SOUTHGATE,MI,48195,2052,(734)246-4633,21,Suburb: Large,No,No,Yes,Yes,232.00000,8.33000,27.8500000,160.00000,4.00000,–
260348004046,MI-29020-00131,2603480,MI-29020,09,12,Ashley High School,Ashley Community Schools,Gratiot County,PO Box 6,Ashley,MI,48806,0006,(989)847-2514,42,Rural: Distant,No,No,Yes,Yes,81.00000,5.17000,15.6700000,49.00000,2.00000,–
263426006976,MI-63150-06393,2634260,MI-63150,09,12,Athens High School,Troy School District,Oakland County,4333 John R Road,Troy,MI,48085,3681,(248)823-2900,13,City: Small,No,No,Yes,No,1575.00000,89.80000,17.5400000,258.00000,19.00000,–
260351004048,MI-13050-00136,2603510,MI-13050,06,12,Athens JuniorSenor High School,Athens Area Schools,Calhoun County,300 EAST HOLCOMB ST,ATHENS,MI,49011,9784,(269)729-5414,42,Rural: Distant,No,No,Yes,Yes,267.00000,17.38000,15.3600000,87.00000,3.00000,–
260354004051,MI-25130-00138,2603540,MI-25130,07,12,Atherton Jr Sr High School,Atherton Community Schools,Genesee County,3354 SOUTH GENESEE RD,BURTON,MI,48519,1426,(810)591-9184,21,Suburb: Large,No,No,Yes,Yes,385.00000,22.60000,17.0400000,342.00000,24.00000,–
260354004053,MI-25130-04275,2603540,MI-25130,PK,12,Atherton Vern Van Y Educational Center,Atherton Community Schools,Genesee County,2400 CLARICE AVE,BURTON,MI,48519,1011,(810)591-0850,21,Suburb: Large,No,No,Yes,Yes,55.00000,2.02000,27.2300000,50.00000,1.00000,–
260357004057,MI-60010-03767,2603570,MI-60010,PK,12,Atlanta Community Schools,Atlanta Community Schools,Montmorency County,10500 COUNTY ROAD 489,ATLANTA,MI,49709,8000,(989)785-4842,43,Rural: Remote,No,No,Yes,Yes,262.00000,14.10000,18.5800000,148.00000,23.00000,–
260360004059,MI-06020-00147,2603600,MI-06020,09,12,Au GresSims High School,Au Gres-Sims School District,Arenac County,PO Box 648,Au Gres,MI,48703,,(989)876-7157,43,Rural: Remote,No,No,Yes,Yes,126.00000,6.14000,20.5200000,68.00000,5.00000,–
260369004067,MI-63070-05976,2603690,MI-63070,09,12,Avondale High School,Avondale School District,Oakland County,2800 WAUKEGAN ST,AUBURN HILLS,MI,48326,3261,(248)537-6100,21,Suburb: Large,No,No,No,†,1037.00000,61.29000,16.9200000,485.00000,44.00000,–
260001703918,MI-32010-00165,2600017,MI-32010,07,12,Bad Axe High School,Bad Axe Public Schools,Huron County,200 NORTH BARRIE RD,BAD AXE,MI,48413,9147,(989)269-9593,33,Town: Remote,No,No,Yes,Yes,407.00000,29.61000,13.7500000,156.00000,50.00000,–
260381004068,MI-43040-00181,2603810,MI-43040,09,12,Baldwin Senior High School,Baldwin Community Schools,Lake County,525 4TH ST,BALDWIN,MI,49304,9518,(231)745-4683,43,Rural: Remote,No,No,Yes,Yes,114.00000,7.50000,15.2000000,102.00000,8.00000,–
260387007447,MI-80020-07220,2603870,MI-80020,KG,12,Bangor Career Academy,Bangor Public Schools (Van Buren),Van Buren County,801 W ARLINGTON ST,BANGOR,MI,49013,1108,(269)427-6800,42,Rural: Distant,No,No,Yes,Yes,127.00000,5.28000,24.0500000,100.00000,2.00000,–
260387004072,MI-80020-00189,2603870,MI-80020,09,12,Bangor High School,Bangor Public Schools (Van Buren),Van Buren County,801 WEST ARLINGTON ST,BANGOR,MI,49013,1108,(269)427-6844,42,Rural: Distant,No,No,No,†,278.00000,16.26000,17.1000000,171.00000,14.00000,–
260390008729,MI-09030-02873,2603900,MI-09030,KG,12,Bangor Township Virtual School,Bangor Township Schools,Bay County,4091 N EUCLID AVE,Bay City,MI,48706,2406,(989)684-8121,23,Suburb: Small,No,No,Yes,Yes,162.00000,69.70000,2.3200000,85.00000,5.00000,–
260000107857,MI-84020-09212,2600001,MI-84020,09,12,Baraga Maximum Correctional Facility,Michigan Department of Corrections,Baraga County,13924 WADAGA RD,BARAGA,MI,49908,9204,(906)353-7070,43,Rural: Remote,No,No,No,†,0.00000,0.00000,†,–,–,–
260399004084,MI-07020-00198,2603990,MI-07020,KG,12,Baraga School,Baraga Area Schools,Baraga County,210 LYONS ST,BARAGA,MI,49908,9430,(906)353-6661,43,Rural: Remote,No,No,Yes,Yes,334.00000,22.84000,14.6200000,197.00000,18.00000,–
260402004088,MI-21090-00204,2604020,MI-21090,07,12,Bark RiverHarris JrSr High School,Bark River-Harris School District,Menominee County,PO Box 350,Harris,MI,49845,0350,(906)466-5321,43,Rural: Remote,No,No,Yes,Yes,342.00000,18.01000,18.9900000,148.00000,23.00000,–
268014001323,MI-08000-08881,2680140,MI-08000,PK,12,Barry ISD Special Education,Barry ISD,Barry County,555 WEST WOODLAWN AVE,HASTINGS,MI,49058,1038,(269)945-9545,32,Town: Distant,No,No,No,†,43.00000,12.00000,3.5800000,40.00000,0.00000,–
261203008866,MI-81050-03354,2612030,MI-81050,PK,12,Bates,Dexter Community School District,Washtenaw County,2704 BAKER RD,DEXTER,MI,48130,1535,(734)424-4100,21,Suburb: Large,No,Yes,No,†,0.00000,2.00000,†,–,–,–
260417004090,MI-19100-00218,2604170,MI-19100,09,12,Bath High School,Bath Community Schools,Clinton County,6175 E Clark Road,Bath,MI,48808,0310,(517)641-6724,21,Suburb: Large,No,No,Yes,Yes,320.00000,14.99000,21.3500000,120.00000,5.00000,–
260027501616,MI-13904-08854,2600275,MI-13904,09,12,Battle Creek Area Learning Center,Battle Creek Area Learning Center,Calhoun County,765 UPTON AVE,SPRINGFIELD,MI,49037,4850,(269)565-2460,23,Suburb: Small,Yes,No,Yes,Yes,158.00000,7.00000,22.5700000,128.00000,6.00000,–
260000503830,MI-13020-00223,2600005,MI-13020,09,12,Battle Creek Central High School,Battle Creek Public Schools,Calhoun County,100 VAN BUREN ST W,BATTLE CREEK,MI,49017,3050,(269)213-3500,13,City: Small,No,No,Yes,Yes,1126.00000,55.00000,20.4700000,710.00000,30.00000,–
260000500477,MI-13020-07572,2600005,MI-13020,08,12,Battle Creek MathSci Center,Battle Creek Public Schools,Calhoun County,171 Michigan Ave W,Battle Creek,MI,49017,,(269)965-9440,13,City: Small,No,Yes,No,†,0.00000,13.00000,†,–,–,–
260100008333,MI-09903-01231,2601000,MI-09903,PK,12,Bay City Academy Farragut Campus,Bay City Academy,Bay County,301 N FARRAGUT ST,BAY CITY,MI,48708,6599,(989)414-8254,13,City: Small,Yes,No,Yes,Yes,338.00000,18.10000,18.6700000,255.00000,21.00000,–
260426002049,MI-09010-08914,2604260,MI-09010,09,12,Bay City Adult EducationCTP,Bay City School District,Bay County,4155 MONITOR RD,BAY CITY,MI,48706,9211,(989)686-4770,23,Suburb: Small,No,No,Yes,Yes,48.00000,0.00000,†,33.00000,2.00000,–
260426004094,MI-09010-00227,2604260,MI-09010,09,12,Bay City Central High School,Bay City School District,Bay County,1624 COLUMBUS AVE,BAY CITY,MI,48708,6827,(989)893-9541,13,City: Small,No,No,Yes,Yes,1162.00000,64.80000,17.9300000,652.00000,52.00000,–
260426000800,MI-09010-08573,2604260,MI-09010,09,12,Bay City Eastern High School,Bay City School District,Bay County,201 WOODSIDE LN,BAY CITY,MI,48708,5546,(989)895-5550,13,City: Small,No,Yes,Yes,Yes,155.00000,7.50000,20.6700000,116.00000,5.00000,–
260426004113,MI-09010-06257,2604260,MI-09010,09,12,Bay City Western High School,Bay City School District,Bay County,500 WEST MIDLAND RD,AUBURN,MI,48611,9300,(989)662-4481,23,Suburb: Small,No,No,No,†,1172.00000,51.40000,22.8000000,269.00000,26.00000,–
260000407876,MI-84010-00154,2600004,MI-84010,06,12,Bay Pines Center,Michigan Department of Human Services,Delta County,2425 NORTH 30TH ST,ESCANABA,MI,49829,9203,(517)335-3541,41,Rural: Fringe,No,No,No,†,15.00000,0.00000,†,3.00000,0.00000,–
260006700463,MI-09901-05453,2600067,MI-09901,09,12,BayArenac Community High School,Bay-Arenac Community High School,Bay County,805 LANGSTAFF ST,ESSEXVILLE,MI,48732,1367,(989)893-8811,23,Suburb: Small,Yes,No,Yes,Yes,175.00000,5.00000,35.0000000,148.00000,0.00000,–
263234001188,MI-82405-07777,2632340,MI-82405,KG,12,Beacon Day Treatment Center,Southgate Community School District,Wayne County,12601 MCCANN ST,SOUTHGATE,MI,48195,2331,(313)551-2790,21,Suburb: Large,No,No,Yes,Yes,119.00000,23.00000,5.1700000,92.00000,6.00000,–
260429007510,MI-37040-00235,2604290,MI-37040,06,12,Beal City High School,Beal City Public Schools,Isabella County,3180 WEST BEAL CITY RD,MOUNT PLEASANT,MI,48858,8774,(989)644-3944,42,Rural: Distant,No,No,Yes,No,402.00000,17.01000,23.6300000,92.00000,14.00000,–
260432004118,MI-51020-00237,2604320,MI-51020,07,12,Bear Lake High School,Bear Lake Schools,Manistee County,7748 CODY ST,BEAR LAKE,MI,49614,9789,(231)864-3133,43,Rural: Remote,No,No,Yes,Yes,129.00000,5.46000,23.6300000,75.00000,12.00000,–
260435004123,MI-15010-00241,2604350,MI-15010,KG,12,Beaver Island Community School,Beaver Island Community School,Charlevoix County,37895 KINGS HWY,BEAVER ISLAND,MI,49782,5142,(231)448-2744,43,Rural: Remote,No,No,No,†,58.00000,9.64000,6.0200000,21.00000,2.00000,–
260444004125,MI-26010-00244,2604440,MI-26010,07,12,Beaverton JuniorSenior High School,Beaverton Schools,Gladwin County,PO Box 529,Beaverton,MI,48612,0529,(989)246-3010,42,Rural: Distant,No,Yes,Yes,Yes,449.00000,24.54000,18.3000000,247.00000,26.00000,–
260447004128,MI-58030-00250,2604470,MI-58030,09,12,Bedford Senior High School,Bedford Public Schools,Monroe County,8285 Jackman Rd,Temperance,MI,48182,9165,(734)850-6100,41,Rural: Fringe,No,No,No,†,1375.00000,73.71000,18.6500000,300.00000,45.00000,–
260450004133,MI-25240-00253,2604500,MI-25240,07,12,Beecher High School,Beecher Community School District,Genesee County,1386 WEST COLDWATER RD,FLINT,MI,48505,4817,(810)591-9281,21,Suburb: Large,No,No,Yes,Yes,298.00000,10.60000,28.1100000,276.00000,14.00000,–
262115000043,MI-33020-05261,2621150,MI-33020,PK,12,Beekman Center,Lansing Public School District,Ingham County,2901 WABASH RD,LANSING,MI,48910,4898,(517)755-1170,12,City: Midsize,No,No,Yes,Yes,91.00000,12.39000,7.3400000,52.00000,4.00000,–
268098507807,MI-80000-09764,2680985,MI-80000,KG,12,Behavioral Education Center,Van Buren ISD,Van Buren County,30 SOUTH WALNUT ST,BANGOR,MI,49013,1350,(269)427-7961,42,Rural: Distant,No,No,No,†,41.00000,9.00000,4.5600000,21.00000,1.00000,–
260453004142,MI-34080-00600,2604530,MI-34080,09,12,Belding High School,Belding Area School District,Ionia County,850 HALL ST,BELDING,MI,48809,2214,(616)794-4900,32,Town: Distant,No,No,No,†,578.00000,28.58000,20.2200000,239.00000,31.00000,–
260462004147,MI-05040-00261,2604620,MI-05040,06,12,Bellaire MiddleHigh School,Bellaire Public Schools,Antrim County,204 WEST FORREST HOME AVE,BELLAIRE,MI,49615,9565,(231)533-8015,43,Rural: Remote,No,No,Yes,Yes,172.00000,12.86000,13.3700000,63.00000,7.00000,–
260000107890,MI-84020-09213,2600001,MI-84020,09,12,Bellamy Creek Correctional Facility,Michigan Department of Corrections,Ionia County,1727 WEST BLUEWATER HWY,IONIA,MI,48846,8647,(616)527-2510,32,Town: Distant,No,No,No,†,8.00000,0.00000,†,†,†,†
263456007030,MI-82430-00264,2634560,MI-82430,07,12,Belleville High School,Van Buren Public Schools,Wayne County,501 WEST COLUMBIA AVE,BELLEVILLE,MI,48111,2611,(734)697-9133,21,Suburb: Large,No,No,No,†,1790.00000,76.50000,23.4000000,793.00000,70.00000,–
260465004150,MI-23010-00267,2604650,MI-23010,07,12,Bellevue JrSr High School,Bellevue Community Schools,Eaton County,576 LOVE HWY,BELLEVUE,MI,49021,9301,(269)763-9413,42,Rural: Distant,No,No,Yes,Yes,283.00000,12.50000,22.6400000,132.00000,6.00000,–
